#,Time,DNI (W/m2),Air Temp. (C),Humidity (%),Wind Speed (m/s),Av. Surface temp (non-heated zone) (C) 
541,1/4/19 3:15 PM,864.0,19.1,50.0,0.0,11.0
542,1/4/19 3:30 PM,821.0,19.8,50.0,0.0,11.1
543,1/4/19 3:45 PM,821.0,19.0,50.0,0.0,11.1
544,1/4/19 4:00 PM,759.0,19.7,50.0,0.0,11.2
545,1/4/19 4:15 PM,759.0,20.0,67.0,3.1,11.2
546,1/4/19 4:30 PM,659.0,18.5,67.0,3.1,11.2
547,1/4/19 4:45 PM,659.0,18.6,67.0,3.1,11.2
548,1/4/19 5:00 PM,487.0,18.4,67.0,3.1,11.1
549,1/4/19 5:15 PM,487.0,18.4,54.0,1.3,10.9
550,1/4/19 5:30 PM,130.0,18.1,54.0,1.3,10.7
551,1/4/19 5:45 PM,130.0,18.2,54.0,1.3,10.5
552,1/4/19 6:00 PM,0.0,16.0,54.0,1.3,10.2
553,1/4/19 6:15 PM,0.0,13.7,77.0,3.6,10.0
554,1/4/19 6:30 PM,0.0,12.3,77.0,3.6,9.7
555,1/4/19 6:45 PM,0.0,10.6,77.0,3.6,9.5
556,1/4/19 7:00 PM,0.0,10.1,77.0,3.6,9.3
557,1/4/19 7:15 PM,0.0,8.6,77.0,3.1,9.1
558,1/4/19 7:30 PM,0.0,7.9,77.0,3.1,8.9
559,1/4/19 7:45 PM,0.0,7.5,77.0,3.1,8.7
560,1/4/19 8:00 PM,0.0,6.5,77.0,3.1,8.5
561,1/4/19 8:15 PM,0.0,5.7,79.0,0.0,8.3
562,1/4/19 8:30 PM,0.0,5.5,79.0,0.0,8.1
563,1/4/19 8:45 PM,0.0,5.2,79.0,0.0,7.9
564,1/4/19 9:00 PM,0.0,4.9,79.0,0.0,7.7
565,1/4/19 9:15 PM,0.0,4.2,73.0,0.0,7.5
566,1/4/19 9:30 PM,0.0,4.3,73.0,0.0,7.3
567,1/4/19 9:45 PM,0.0,3.9,73.0,0.0,7.1
568,1/4/19 10:00 PM,0.0,3.5,73.0,0.0,6.9
569,1/4/19 10:15 PM,0.0,3.2,79.0,1.3,6.8
570,1/4/19 10:30 PM,0.0,2.9,79.0,1.3,6.6
571,1/4/19 10:45 PM,0.0,3.0,79.0,1.3,6.4
572,1/4/19 11:00 PM,0.0,2.6,79.0,1.3,6.2
573,1/4/19 11:15 PM,0.0,2.4,79.0,2.2,6.0
574,1/4/19 11:30 PM,0.0,2.0,79.0,2.2,5.9
575,1/4/19 11:45 PM,0.0,2.2,79.0,2.2,5.7
576,1/5/19 12:00 AM,0.0,1.9,79.0,2.2,5.5
577,1/5/19 12:15 AM,0.0,1.7,82.0,2.7,5.4
578,1/5/19 12:30 AM,0.0,1.6,82.0,2.7,5.2
579,1/5/19 12:45 AM,0.0,1.7,82.0,2.7,5.1
580,1/5/19 1:00 AM,0.0,1.4,82.0,2.7,4.9
581,1/5/19 1:15 AM,0.0,1.8,89.0,2.2,4.8
582,1/5/19 1:30 AM,0.0,1.5,89.0,2.2,4.6
583,1/5/19 1:45 AM,0.0,1.2,89.0,2.2,4.5
584,1/5/19 2:00 AM,0.0,0.9,89.0,2.2,4.3
585,1/5/19 2:15 AM,0.0,0.7,86.0,0.0,4.2
586,1/5/19 2:30 AM,0.0,0.5,86.0,0.0,4.0
587,1/5/19 2:45 AM,0.0,0.7,86.0,0.0,3.9
588,1/5/19 3:00 AM,0.0,0.8,86.0,0.0,3.8
589,1/5/19 3:15 AM,0.0,0.5,76.0,0.0,3.6
590,1/5/19 3:30 AM,0.0,0.5,76.0,0.0,3.5
591,1/5/19 3:45 AM,0.0,0.4,76.0,0.0,3.4
592,1/5/19 4:00 AM,0.0,0.3,76.0,0.0,3.2
593,1/5/19 4:15 AM,0.0,0.1,64.0,1.3,3.1
594,1/5/19 4:30 AM,0.0,-0.1,64.0,1.3,3.0
595,1/5/19 4:45 AM,0.0,0.3,64.0,1.3,2.8
596,1/5/19 5:00 AM,0.0,0.0,64.0,1.3,2.7
597,1/5/19 5:15 AM,0.0,-0.3,53.0,2.2,2.6
598,1/5/19 5:30 AM,0.0,-0.2,53.0,2.2,2.5
599,1/5/19 5:45 AM,0.0,-0.2,53.0,2.2,2.3
600,1/5/19 6:00 AM,0.0,-0.4,53.0,2.2,2.2
601,1/5/19 6:15 AM,0.0,-0.5,37.0,2.2,2.1
602,1/5/19 6:30 AM,0.0,-0.4,37.0,2.2,2.0
603,1/5/19 6:45 AM,0.0,-0.5,37.0,2.2,1.9
604,1/5/19 7:00 AM,0.0,-0.1,37.0,2.2,1.8
605,1/5/19 7:15 AM,0.0,-0.3,32.0,0.0,1.7
606,1/5/19 7:30 AM,73.0,-0.5,32.0,0.0,1.6
607,1/5/19 7:45 AM,73.0,-0.4,32.0,0.0,1.5
608,1/5/19 8:00 AM,427.0,-0.4,32.0,0.0,1.4
609,1/5/19 8:15 AM,427.0,-0.4,31.0,2.2,1.3
610,1/5/19 8:30 AM,645.0,-0.4,31.0,2.2,1.3
611,1/5/19 8:45 AM,645.0,-0.5,31.0,2.2,1.3
612,1/5/19 9:00 AM,762.0,0.1,31.0,2.2,1.4
613,1/5/19 9:15 AM,762.0,0.5,32.0,2.7,1.6
614,1/5/19 9:30 AM,837.0,3.5,32.0,2.7,1.9
615,1/5/19 9:45 AM,837.0,8.8,32.0,2.7,2.3
616,1/5/19 10:00 AM,887.0,10.7,32.0,2.7,2.7
617,1/5/19 10:15 AM,887.0,12.5,30.0,4.0,3.1
618,1/5/19 10:30 AM,922.0,14.4,30.0,4.0,3.6
619,1/5/19 10:45 AM,922.0,16.0,30.0,4.0,4.2
620,1/5/19 11:00 AM,946.0,16.6,30.0,4.0,4.7
621,1/5/19 11:15 AM,946.0,16.1,37.0,4.0,5.3
622,1/5/19 11:30 AM,957.0,16.8,37.0,4.0,5.9
623,1/5/19 11:45 AM,957.0,18.0,37.0,4.0,6.4
624,1/5/19 12:00 PM,961.0,18.7,37.0,4.0,7.0
625,1/5/19 12:15 PM,961.0,20.3,44.0,3.6,7.6
626,1/5/19 12:30 PM,965.0,21.8,44.0,3.6,8.2
627,1/5/19 12:45 PM,965.0,22.9,44.0,3.6,8.7
628,1/5/19 1:00 PM,963.0,23.5,44.0,3.6,9.3
629,1/5/19 1:15 PM,963.0,24.4,51.0,3.6,9.8
630,1/5/19 1:30 PM,955.0,25.3,51.0,3.6,10.3
631,1/5/19 1:45 PM,955.0,24.0,51.0,3.6,10.8
632,1/5/19 2:00 PM,941.0,25.5,51.0,3.6,11.2
633,1/5/19 2:15 PM,941.0,26.0,53.0,4.5,11.7
634,1/5/19 2:30 PM,913.0,27.2,53.0,4.5,12.1
635,1/5/19 2:45 PM,913.0,27.1,53.0,4.5,12.4
636,1/5/19 3:00 PM,873.0,27.5,53.0,4.5,12.8
637,1/5/19 3:15 PM,873.0,26.7,66.0,3.6,12.8
638,1/5/19 3:30 PM,825.0,26.7,66.0,3.6,13.0
639,1/5/19 3:45 PM,825.0,26.1,66.0,3.6,13.3
640,1/5/19 4:00 PM,754.0,26.9,66.0,3.6,13.5
641,1/5/19 4:15 PM,754.0,26.2,66.0,4.0,13.6
642,1/5/19 4:30 PM,647.0,26.6,66.0,4.0,13.7
643,1/5/19 4:45 PM,647.0,27.3,66.0,4.0,13.7
644,1/5/19 5:00 PM,467.0,26.7,66.0,4.0,13.6
645,1/5/19 5:15 PM,467.0,25.8,66.0,2.7,13.5
646,1/5/19 5:30 PM,121.0,25.9,66.0,2.7,13.4
647,1/5/19 5:45 PM,121.0,24.9,66.0,2.7,13.2
648,1/5/19 6:00 PM,0.0,21.3,66.0,2.7,13.0
649,1/5/19 6:15 PM,0.0,18.3,63.0,2.7,12.8
650,1/5/19 6:30 PM,0.0,17.1,63.0,2.7,12.6
651,1/5/19 6:45 PM,0.0,15.6,63.0,2.7,12.4
652,1/5/19 7:00 PM,0.0,14.5,63.0,2.7,12.2
653,1/5/19 7:15 PM,0.0,14.2,66.0,3.6,12.0
654,1/5/19 7:30 PM,0.0,13.3,66.0,3.6,11.9
655,1/5/19 7:45 PM,0.0,12.7,66.0,3.6,11.7
656,1/5/19 8:00 PM,0.0,12.1,66.0,3.6,11.5
657,1/5/19 8:15 PM,0.0,10.9,68.0,3.6,11.3
658,1/5/19 8:30 PM,0.0,10.3,68.0,3.6,11.1
659,1/5/19 8:45 PM,0.0,9.7,68.0,3.6,11.0
660,1/5/19 9:00 PM,0.0,10.0,68.0,3.6,10.8
661,1/5/19 9:15 PM,0.0,9.8,68.0,3.1,10.7
662,1/5/19 9:30 PM,0.0,9.5,68.0,3.1,10.5
663,1/5/19 9:45 PM,0.0,9.5,68.0,3.1,10.3
664,1/5/19 10:00 PM,0.0,9.2,68.0,3.1,10.2
665,1/5/19 10:15 PM,0.0,8.8,76.0,2.7,10.0
666,1/5/19 10:30 PM,0.0,8.5,76.0,2.7,9.8
667,1/5/19 10:45 PM,0.0,8.5,76.0,2.7,9.7
668,1/5/19 11:00 PM,0.0,8.9,76.0,2.7,9.5
669,1/5/19 11:15 PM,0.0,7.5,71.0,3.6,9.4
670,1/5/19 11:30 PM,0.0,7.6,71.0,3.6,9.2
671,1/5/19 11:45 PM,0.0,8.2,71.0,3.6,9.0
672,1/6/19 12:00 AM,0.0,8.0,71.0,3.6,8.9
673,1/6/19 12:15 AM,0.0,7.3,76.0,3.6,8.7
674,1/6/19 12:30 AM,0.0,7.2,76.0,3.6,8.6
675,1/6/19 12:45 AM,0.0,6.8,76.0,3.6,8.4
676,1/6/19 1:00 AM,0.0,6.6,76.0,3.6,8.3
677,1/6/19 1:15 AM,0.0,6.5,71.0,5.4,8.1
678,1/6/19 1:30 AM,0.0,6.5,71.0,5.4,8.0
679,1/6/19 1:45 AM,0.0,5.7,71.0,5.4,7.8
680,1/6/19 2:00 AM,0.0,6.4,71.0,5.4,7.7
681,1/6/19 2:15 AM,0.0,6.1,71.0,4.0,7.5
682,1/6/19 2:30 AM,0.0,5.8,71.0,4.0,7.4
683,1/6/19 2:45 AM,0.0,5.8,71.0,4.0,7.3
684,1/6/19 3:00 AM,0.0,5.8,71.0,4.0,7.1
685,1/6/19 3:15 AM,0.0,5.9,66.0,4.5,7.0
686,1/6/19 3:30 AM,0.0,6.0,66.0,4.5,6.9
687,1/6/19 3:45 AM,0.0,5.8,66.0,4.5,6.8
688,1/6/19 4:00 AM,0.0,7.5,66.0,4.5,6.6
689,1/6/19 4:15 AM,0.0,6.3,59.0,6.3,6.5
690,1/6/19 4:30 AM,0.0,6.8,59.0,6.3,6.4
691,1/6/19 4:45 AM,0.0,6.0,59.0,6.3,6.2
692,1/6/19 5:00 AM,0.0,5.5,59.0,6.3,6.1
693,1/6/19 5:15 AM,0.0,4.6,60.0,8.0,6.0
694,1/6/19 5:30 AM,0.0,4.8,60.0,8.0,5.8
695,1/6/19 5:45 AM,0.0,4.7,60.0,8.0,5.7
696,1/6/19 6:00 AM,0.0,4.1,60.0,8.0,5.6
697,1/6/19 6:15 AM,0.0,3.6,62.0,7.6,5.5
698,1/6/19 6:30 AM,0.0,3.9,62.0,7.6,5.4
699,1/6/19 6:45 AM,0.0,4.7,62.0,7.6,5.3
700,1/6/19 7:00 AM,0.0,4.3,62.0,7.6,5.2
701,1/6/19 7:15 AM,0.0,4.1,56.0,9.8,5.1
702,1/6/19 7:30 AM,36.0,4.7,56.0,9.8,5.0
703,1/6/19 7:45 AM,36.0,3.9,56.0,9.8,5.0
704,1/6/19 8:00 AM,227.0,3.9,56.0,9.8,4.9
705,1/6/19 8:15 AM,227.0,4.2,57.0,10.3,5.0
706,1/6/19 8:30 AM,366.0,4.4,57.0,10.3,5.0
707,1/6/19 8:45 AM,366.0,6.0,57.0,10.3,5.1
708,1/6/19 9:00 AM,548.0,7.5,57.0,10.3,5.2
709,1/6/19 9:15 AM,548.0,8.5,68.0,8.0,5.3
710,1/6/19 9:30 AM,712.0,9.5,68.0,8.0,5.6
711,1/6/19 9:45 AM,712.0,9.8,68.0,8.0,5.9
712,1/6/19 10:00 AM,472.0,12.2,68.0,8.0,6.4
713,1/6/19 10:15 AM,472.0,13.4,78.0,10.7,6.8
714,1/6/19 10:30 AM,277.0,15.9,78.0,10.7,7.2
715,1/6/19 10:45 AM,277.0,17.2,78.0,10.7,7.4
716,1/6/19 11:00 AM,388.0,18.0,78.0,10.7,7.9
717,1/6/19 11:15 AM,388.0,17.4,78.0,6.3,8.4
718,1/6/19 11:30 AM,623.0,15.4,78.0,6.3,8.9
719,1/6/19 11:45 AM,623.0,20.6,78.0,6.3,9.6
720,1/6/19 12:00 PM,667.0,20.4,78.0,6.3,10.2
721,1/6/19 12:15 PM,667.0,20.5,78.0,6.3,10.8
722,1/6/19 12:30 PM,590.0,22.2,78.0,6.3,11.3
723,1/6/19 12:45 PM,590.0,22.9,78.0,6.3,11.8
724,1/6/19 1:00 PM,877.0,23.9,78.0,6.3,12.4
725,1/6/19 1:15 PM,877.0,22.2,81.0,4.5,12.9
726,1/6/19 1:30 PM,811.0,22.8,81.0,4.5,13.4
727,1/6/19 1:45 PM,811.0,24.2,81.0,4.5,13.9
728,1/6/19 2:00 PM,416.0,24.4,81.0,4.5,14.2
729,1/6/19 2:15 PM,416.0,24.8,81.0,5.8,14.5
730,1/6/19 2:30 PM,417.0,24.2,81.0,5.8,14.8
731,1/6/19 2:45 PM,417.0,23.3,81.0,5.8,15.1
732,1/6/19 3:00 PM,518.0,22.9,81.0,5.8,15.1
733,1/6/19 3:15 PM,518.0,22.8,80.0,6.7,15.3
734,1/6/19 3:30 PM,102.0,23.0,80.0,6.7,15.5
735,1/6/19 3:45 PM,102.0,22.3,80.0,6.7,15.6
736,1/6/19 4:00 PM,7.0,22.4,80.0,6.7,15.6
737,1/6/19 4:15 PM,7.0,21.1,80.0,7.2,15.6
738,1/6/19 4:30 PM,279.0,19.0,80.0,7.2,15.6
739,1/6/19 4:45 PM,279.0,18.2,80.0,7.2,15.7
740,1/6/19 5:00 PM,346.0,17.9,80.0,7.2,15.7
741,1/6/19 5:15 PM,346.0,19.5,83.0,7.2,15.6
742,1/6/19 5:30 PM,68.0,20.1,83.0,7.2,15.4
743,1/6/19 5:45 PM,68.0,18.6,83.0,7.2,15.3
744,1/6/19 6:00 PM,0.0,17.2,83.0,7.2,15.1
745,1/6/19 6:15 PM,0.0,17.2,84.0,10.3,15.0
746,1/6/19 6:30 PM,0.0,17.0,84.0,10.3,14.9
747,1/6/19 6:45 PM,0.0,16.8,84.0,10.3,14.8
748,1/6/19 7:00 PM,0.0,16.5,84.0,10.3,14.8
749,1/6/19 7:15 PM,0.0,16.6,84.0,8.9,14.8
750,1/6/19 7:30 PM,0.0,16.8,84.0,8.9,14.8
751,1/6/19 7:45 PM,0.0,16.7,84.0,8.9,14.8
752,1/6/19 8:00 PM,0.0,16.8,84.0,8.9,14.7
753,1/6/19 8:15 PM,0.0,16.6,84.0,7.6,14.6
754,1/6/19 8:30 PM,0.0,16.5,84.0,7.6,14.6
755,1/6/19 8:45 PM,0.0,15.9,84.0,7.6,14.5
756,1/6/19 9:00 PM,0.0,15.7,84.0,7.6,14.5
757,1/6/19 9:15 PM,0.0,16.0,84.0,7.2,14.5
758,1/6/19 9:30 PM,0.0,16.4,84.0,7.2,14.4
759,1/6/19 9:45 PM,0.0,16.5,84.0,7.2,14.4
760,1/6/19 10:00 PM,0.0,16.6,84.0,7.2,14.3
761,1/6/19 10:15 PM,0.0,16.4,84.0,7.2,14.3
762,1/6/19 10:30 PM,0.0,16.3,84.0,7.2,14.2
763,1/6/19 10:45 PM,0.0,16.3,84.0,7.2,14.2
764,1/6/19 11:00 PM,0.0,16.4,84.0,7.2,14.2
765,1/6/19 11:15 PM,0.0,16.4,86.0,6.7,14.2
766,1/6/19 11:30 PM,0.0,16.2,86.0,6.7,14.1
767,1/6/19 11:45 PM,0.0,16.2,86.0,6.7,14.1
768,1/7/19 12:00 AM,0.0,16.2,86.0,6.7,14.2
769,1/7/19 12:15 AM,0.0,16.0,86.0,5.8,14.3
770,1/7/19 12:30 AM,0.0,16.1,86.0,5.8,14.4
771,1/7/19 12:45 AM,0.0,16.5,86.0,5.8,14.4
772,1/7/19 1:00 AM,0.0,16.7,86.0,5.8,14.5
773,1/7/19 1:15 AM,0.0,17.0,90.0,3.6,14.6
774,1/7/19 1:30 AM,0.0,17.1,90.0,3.6,14.7
775,1/7/19 1:45 AM,0.0,17.3,90.0,3.6,14.7
776,1/7/19 2:00 AM,0.0,17.3,90.0,3.6,14.8
777,1/7/19 2:15 AM,0.0,17.4,93.0,4.0,14.8
778,1/7/19 2:30 AM,0.0,17.4,93.0,4.0,14.8
779,1/7/19 2:45 AM,0.0,17.4,93.0,4.0,14.8
780,1/7/19 3:00 AM,0.0,17.2,93.0,4.0,14.7
781,1/7/19 3:15 AM,0.0,17.0,86.0,5.4,14.7
782,1/7/19 3:30 AM,0.0,16.8,86.0,5.4,14.8
783,1/7/19 3:45 AM,0.0,17.0,86.0,5.4,14.8
784,1/7/19 4:00 AM,0.0,17.0,86.0,5.4,14.8
785,1/7/19 4:15 AM,0.0,16.9,78.0,5.8,14.8
786,1/7/19 4:30 AM,0.0,17.1,78.0,5.8,14.8
787,1/7/19 4:45 AM,0.0,16.9,78.0,5.8,14.9
788,1/7/19 5:00 AM,0.0,16.9,78.0,5.8,14.9
789,1/7/19 5:15 AM,0.0,17.0,53.0,5.8,14.9
790,1/7/19 5:30 AM,0.0,17.0,53.0,5.8,14.9
791,1/7/19 5:45 AM,0.0,17.0,53.0,5.8,14.9
792,1/7/19 6:00 AM,0.0,17.2,53.0,5.8,15.0
793,1/7/19 6:15 AM,0.0,17.2,47.0,5.8,15.0
794,1/7/19 6:30 AM,0.0,17.4,47.0,5.8,15.0
795,1/7/19 6:45 AM,0.0,17.3,47.0,5.8,15.0
796,1/7/19 7:00 AM,0.0,17.3,47.0,5.8,15.0
797,1/7/19 7:15 AM,0.0,17.4,37.0,6.7,15.0
798,1/7/19 7:30 AM,36.0,17.3,37.0,6.7,15.0
799,1/7/19 7:45 AM,36.0,17.4,37.0,6.7,15.0
800,1/7/19 8:00 AM,187.0,17.0,37.0,6.7,15.0
801,1/7/19 8:15 AM,187.0,16.8,35.0,5.4,15.0
802,1/7/19 8:30 AM,372.0,16.9,35.0,5.4,15.0
803,1/7/19 8:45 AM,372.0,16.9,35.0,5.4,14.9
804,1/7/19 9:00 AM,503.0,16.8,35.0,5.4,14.9
805,1/7/19 9:15 AM,503.0,16.6,27.0,5.4,14.9
806,1/7/19 9:30 AM,574.0,16.6,27.0,5.4,14.9
807,1/7/19 9:45 AM,574.0,16.7,27.0,5.4,15.0
